id,carat,cut,color,clarity,depth,table,x,y,z,price
5101,1.59,Very Good,H,VS2,62.5,57,7.44,7.47,4.67,11786
5102,1.02,Premium,D,VS1,62.1,58,6.41,6.38,3.97,7924
5103,0.76,Ideal,G,SI2,61.9,56,5.87,5.9,3.65,2568
5104,1.22,Ideal,D,SI1,60.5,56,6.93,6.95,4.21,8716
5105,0.71,Good,G,SI1,63.7,56,5.63,5.7,3.61,2388
5106,1.01,Ideal,F,VS1,61.8,55,6.43,6.48,3.99,6999
5107,0.9,Good,I,VS2,63.9,62,6.01,6.03,3.85,3145
5108,0.75,Good,F,SI2,63.7,60,5.77,5.68,3.66,2409
5109,1.02,Very Good,I,SI1,63.5,57,6.38,6.35,4.04,4198
5110,0.71,Ideal,F,SI1,61.9,55,5.71,5.74,3.54,2598
5111,0.25,Ideal,I,IF,61.9,54,4.08,4.11,2.53,575
5112,1.23,Ideal,F,VS2,62.8,57,6.84,6.79,4.28,5407
5113,0.25,Ideal,E,VVS1,62.1,57,4,4.03,2.51,586
5114,1,Good,F,VS2,59.2,62,6.52,6.56,3.87,6487
5115,1.07,Ideal,F,VS1,62.1,55,6.54,6.61,4.08,7955
5116,0.9,Ideal,H,VS1,62.1,56,6.18,6.23,3.86,3960
5117,0.58,Premium,F,VS1,61.8,56,5.39,5.35,3.32,2289
5118,0.7,Ideal,F,SI2,62.1,57,5.7,5.73,3.55,1929
5119,0.52,Ideal,H,SI1,60.9,56,5.23,5.2,3.18,1294
5120,0.5,Ideal,E,SI1,62.1,56,5.05,5.08,3.15,1323
5121,0.9,Good,E,SI1,61.8,65,6.14,6.12,3.78,4138
5122,1.11,Premium,F,SI1,60.4,58,6.7,6.65,4.04,5121
5123,0.78,Ideal,H,VS2,61.5,57,5.89,5.92,3.64,3168
5124,0.32,Ideal,D,SI1,61.2,54,4.44,4.48,2.73,672
5125,0.9,Very Good,D,SI1,63,58,6.13,6.16,3.86,4052
5126,0.59,Ideal,E,VS2,60.9,57,5.44,5.5,3.32,1793
5127,0.31,Ideal,D,SI1,61.7,56,4.36,4.39,2.7,766
5128,0.7,Good,F,SI1,63.1,56,5.61,5.66,3.55,2059
5129,0.4,Ideal,D,VS1,62.2,56,4.73,4.66,2.93,984
5130,0.54,Ideal,F,VS2,61,58,5.25,5.27,3.2,1621
5131,0.39,Good,I,SI1,63.5,56,4.61,4.65,2.94,539
5132,0.91,Very Good,D,SI2,61.3,57,6.25,6.28,3.85,4395
5133,1.11,Premium,G,VVS2,61.9,57,6.7,6.66,4.12,8364
5134,0.66,Ideal,F,SI1,62.4,57,5.59,5.55,3.48,2049
5135,0.42,Premium,G,SI1,59.8,62,4.88,4.84,2.94,882
5136,0.97,Very Good,E,SI1,60.3,62,6.36,6.35,3.81,4830
5137,0.4,Good,E,SI1,63.6,56,4.69,4.65,2.96,882
5138,0.5,Ideal,J,VS2,62.3,57,5.11,5.06,3.17,1062
5139,1.51,Premium,D,SI2,61.8,58,7.35,7.38,4.56,11666
5140,1.56,Ideal,D,VS1,61.6,56,7.46,7.49,4.61,9856
5141,1.02,Ideal,E,SI2,61.9,55,6.48,6.52,4.01,4666
5142,0.25,Ideal,H,VS1,62.1,55,4.02,4.05,2.5,445
5143,0.51,Premium,F,SI1,58,60,5.3,5.22,3.04,1265
5144,1.71,Premium,I,VS1,61.7,58,7.7,7.64,4.72,12061
5145,1.01,Very Good,F,VVS1,62.4,57,6.36,6.43,3.99,9810
5146,1.51,Ideal,J,VS2,62.5,56,7.33,7.29,4.57,7346
5147,0.4,Good,E,SI1,63.3,58,4.63,4.66,2.94,682
5148,1.58,Ideal,I,VS2,60.8,57,7.57,7.52,4.57,10098
5149,0.34,Ideal,H,VVS2,62.1,55,4.46,4.5,2.78,699
5150,0.71,Very Good,I,SI1,63.5,59,5.65,5.61,3.58,2144
5151,0.51,Ideal,G,VVS2,61.5,57,5.1,5.15,3.15,1808
5152,0.3,Ideal,F,VS1,62,55,4.31,4.34,2.68,652
5153,0.45,Premium,E,SI2,61.6,59,4.91,4.95,3.04,990
5154,0.34,Ideal,E,VS2,61.2,57,4.53,4.49,2.76,956
5155,0.42,Ideal,G,VS2,62.4,56,4.83,4.76,2.99,1087
5156,1.12,Ideal,E,SI2,60.9,57,6.66,6.73,4.08,5204
5157,0.36,Premium,G,VVS2,61.6,58,4.55,4.58,2.81,852
5158,0.3,Very Good,G,SI2,62,61,4.23,4.27,2.64,394
5159,0.67,Ideal,D,SI1,60.9,54,5.61,5.59,3.4,2006
5160,1.24,Premium,H,VVS1,62.3,59,6.89,6.84,4.28,9720
5161,0.54,Ideal,E,SI1,62.1,56,5.2,5.23,3.24,1628
5162,0.3,Premium,D,SI1,62.7,58,4.26,4.29,2.68,709
5163,0.47,Very Good,D,SI1,62.7,57,4.96,5.02,3.13,1262
5164,0.68,Good,H,VVS1,60.2,64,5.67,5.78,3.43,2317
5165,1.21,Premium,H,VS2,62.9,56,6.78,6.74,4.26,6888
5166,1.24,Ideal,H,VS1,62.1,56,6.86,6.91,4.27,7441
5167,0.31,Ideal,G,VS1,62,55,4.39,4.36,2.71,802
5168,0.32,Very Good,E,SI1,61.6,61,4.4,4.37,2.7,504
5169,0.56,Very Good,I,VS2,62.3,58,5.27,5.31,3.29,1333
5170,1.51,Good,E,SI2,63.1,59,7.24,7.26,4.57,9541
5171,0.34,Premium,G,VS2,61,58,4.51,4.49,2.74,596
5172,0.41,Ideal,E,VS1,60.6,56,4.83,4.79,2.91,1276
5173,0.4,Ideal,E,VS1,61.7,56,4.74,4.71,2.92,968
5174,1.05,Ideal,G,VS1,62.3,56,6.52,6.49,4.06,7699
5175,1.02,Premium,G,SI1,58.4,57,6.65,6.67,3.9,5014
5176,0.23,Ideal,E,VVS2,62.8,54,3.94,3.97,2.47,530
5177,2,Very Good,G,SI1,63,56,8.01,7.93,5.02,17024
5178,1.01,Premium,D,SI2,59.6,62,6.57,6.47,3.89,4256
5179,0.33,Ideal,D,VVS1,61.2,57,4.45,4.49,2.73,1151
5180,1.23,Premium,I,SI1,62.4,58,6.82,6.77,4.25,5016
5181,1,Very Good,H,SI1,63.3,56,6.3,6.39,4.02,4558
5182,0.43,Ideal,H,SI2,61.2,56,4.87,4.9,2.99,935
5183,1.01,Very Good,D,VS2,63.3,59,6.36,6.32,4,7311
5184,0.72,Very Good,E,SI1,63.2,58,5.72,5.68,3.61,2803
5185,0.3,Ideal,I,SI1,62.2,57,4.25,4.3,2.66,442
5186,0.71,Very Good,E,SI1,59.9,59,5.74,5.79,3.45,2759
5187,0.9,Ideal,E,SI1,61.8,57,6.15,6.19,3.81,4763
5188,0.9,Premium,G,VS2,58.3,58,6.3,6.24,3.64,4373
5189,0.32,Ideal,F,VVS2,61,57,4.46,4.43,2.71,778
5190,1.02,Ideal,F,SI1,61.8,56,6.45,6.49,3.99,5728
5191,2.03,Ideal,I,VS1,62.9,57,8.08,8.03,5.06,17530
5192,0.72,Ideal,F,VS2,62,54.8,5.73,5.76,3.56,3437
5193,1.21,Premium,I,VS2,61.8,59,6.85,6.82,4.22,5777
5194,1.01,Premium,F,VS2,62.1,56,6.39,6.35,3.96,6855
5195,1.5,Premium,H,SI1,61.4,60,7.34,7.3,4.48,9727
5196,0.3,Premium,E,SI1,61.2,60,4.28,4.25,2.61,614
5197,0.3,Premium,G,VVS2,62,59,4.2,4.24,2.62,684
5198,1.76,Premium,D,SI1,61.3,59,7.79,7.72,4.74,14165
5199,0.41,Ideal,G,SI2,62.6,57,4.74,4.71,2.96,683
5200,0.33,Ideal,F,IF,60.6,57,4.45,4.49,2.72,914
5201,1.13,Ideal,F,IF,62,57,6.66,6.69,4.13,11705
5202,1.2,Ideal,I,SI1,62.9,57,6.79,6.74,4.26,5590
5203,0.4,Very Good,G,SI1,62.8,54,4.72,4.76,2.98,700
5204,0.53,Premium,F,SI1,61.5,58,5.21,5.18,3.2,1376
5205,1.08,Ideal,G,VS1,62,56,6.59,6.64,4.1,7338
5206,0.3,Premium,D,VS2,61.4,60,4.31,4.28,2.64,670
5207,0.53,Premium,F,VVS2,61.3,58,5.22,5.26,3.21,2169
5208,0.71,Ideal,G,VS2,60.5,56,5.79,5.76,3.5,2852
5209,0.31,Very Good,D,SI2,63.1,58,4.32,4.29,2.71,460
5210,0.43,Ideal,G,VVS1,61.7,56,4.87,4.89,3.01,1207
5211,0.43,Ideal,E,VS1,61.1,57,4.85,4.83,2.96,1018
5212,1,Ideal,E,VS2,62.3,57,6.39,6.35,3.96,6272
5213,1.04,Premium,G,VS1,62.7,58,6.48,6.41,4.04,7305
5214,0.39,Ideal,E,IF,62,54,4.67,4.71,2.91,1313
5215,0.31,Ideal,H,VS1,60.5,57,4.39,4.42,2.67,698
5216,0.35,Good,H,SI1,63.7,57,4.53,4.57,2.9,522
5217,0.6,Fair,E,SI2,61.2,54,5.5,5.48,3.35,2600
5218,1,Premium,H,SI1,62.4,62,6.37,6.34,3.96,3689
5219,1.03,Ideal,D,SI1,61.8,57,6.47,6.51,4.01,6533
5220,0.38,Ideal,D,VS2,62.4,54,4.64,4.68,2.91,783
5221,0.38,Premium,D,SI1,62.4,58,4.62,4.66,2.89,884
5222,0.7,Ideal,F,SI1,62.4,57,5.65,5.68,3.54,2437
5223,1.01,Premium,I,SI1,62.8,58,6.46,6.33,4.01,4077
5224,0.31,Very Good,D,SI2,62,56,4.34,4.37,2.7,462
5225,1.22,Premium,G,SI1,61.6,60,6.84,6.85,4.22,6692
5226,0.58,Very Good,D,SI1,63.2,59,5.31,5.34,3.36,1636
5227,0.5,Ideal,E,SI2,63,54,5.11,5.07,3.21,1154
5228,0.72,Premium,J,VS2,62.5,58,5.77,5.72,3.59,1971
5229,0.36,Ideal,F,VS2,61.3,56,4.57,4.61,2.82,752
5230,0.71,Ideal,G,SI1,61.6,56,5.72,5.75,3.53,2562
5231,0.32,Ideal,G,VVS1,62.2,55,4.39,4.37,2.72,1080
5232,0.4,Ideal,F,SI1,62.6,56,4.74,4.71,2.96,945
5233,1.01,Premium,G,SI2,61.9,59,6.44,6.38,3.96,3768
5234,0.73,Ideal,I,VS1,61.5,56,5.77,5.8,3.56,3154
5235,1.01,Very Good,E,VS1,62.8,58,6.39,6.43,4.02,8637
5236,0.34,Ideal,F,VS1,62,54,4.51,4.54,2.81,803
5237,0.24,Ideal,F,VVS2,61.4,55,3.99,4.03,2.45,548
5238,0.34,Premium,G,VS2,60.9,58,4.55,4.51,2.75,616
5239,0.73,Very Good,F,SI2,63.3,57,5.76,5.7,3.62,2351
5240,0.31,Ideal,F,IF,62.1,54,4.41,4.38,2.73,840
5241,1.04,Premium,H,SI2,62.4,60,6.4,6.46,4.01,4435
5242,0.43,Ideal,G,VVS2,60.2,57,4.92,4.95,2.97,1056
5243,0.73,Ideal,D,SI1,61,57,5.85,5.89,3.57,3175
5244,0.3,Premium,H,VS1,61.7,59,4.34,4.28,2.66,675
5245,0.5,Very Good,F,SI1,60.9,59,5.08,5.06,3.09,1203
5246,0.93,Very Good,F,SI1,62.5,58,6.19,6.23,3.88,3895
5247,0.71,Very Good,I,SI1,63.2,58,5.64,5.66,3.57,2141
5248,1.06,Very Good,G,VVS2,61,58,6.61,6.58,4.02,7589
5249,1.12,Ideal,F,VS1,62.7,55,6.65,6.61,4.16,8092
5250,0.39,Ideal,G,VVS1,60.3,56,4.76,4.79,2.88,1030
5251,0.51,Ideal,H,VS2,62.2,54,5.12,5.08,3.17,1393
5252,1.02,Premium,G,VS1,62.8,59,6.42,6.37,4.01,6529
5253,0.32,Premium,I,SI1,62.7,58,4.37,4.35,2.73,477
5254,0.5,Very Good,G,SI1,62,59,5.08,5.12,3.15,1186
5255,1.04,Very Good,H,SI2,61.3,61,6.52,6.47,3.98,3669
5256,2.01,Premium,I,SI2,61.6,60,8.09,7.96,4.93,12554
5257,0.72,Very Good,E,VS2,60.8,60,5.79,5.83,3.55,2822
5258,0.91,Good,F,SI2,63.1,58,6.26,6.17,3.91,4006
5259,0.36,Ideal,E,VVS2,61.3,55,4.6,4.63,2.83,842
5260,1.02,Ideal,F,VS1,61.8,54,6.5,6.52,4.02,8430
5261,2.07,Very Good,I,VS1,59.4,60,8.36,8.21,4.91,18127
5262,0.53,Ideal,F,VS1,61,56,5.26,5.28,3.21,1878
5263,0.41,Ideal,F,VVS2,61.5,55,4.79,4.84,2.96,1408
5264,1.11,Ideal,H,SI1,62.3,55,6.65,6.67,4.15,5236
5265,0.58,Very Good,D,SI1,63.2,58,5.32,5.28,3.35,1944
5266,1.31,Premium,I,SI1,61.7,59,7.06,7.03,4.33,6763
5267,0.31,Ideal,H,VS2,61.8,55,4.34,4.37,2.69,489
5268,0.41,Premium,D,VS2,61.5,58,4.78,4.75,2.94,985
5269,0.39,Ideal,F,VS1,61.8,57,4.67,4.71,2.9,884
5270,0.9,Ideal,G,SI2,62.1,57,6.21,6.17,3.84,3455
5271,0.62,Ideal,G,SI1,62.3,55,5.46,5.39,3.38,1642
5272,0.74,Premium,G,VS2,61.8,59,5.81,5.81,3.59,2588
5273,0.92,Ideal,D,SI1,62.4,57,6.24,6.28,3.9,4749
5274,0.7,Very Good,G,VVS2,63.3,57,5.63,5.59,3.55,2681
5275,1.21,Ideal,F,VVS1,61,56,6.88,6.92,4.21,12210
5276,1.01,Premium,G,SI1,62.6,60,6.38,6.27,3.96,4338
5277,0.78,Ideal,D,VS1,62,56,5.86,5.91,3.65,3892
5278,2.01,Very Good,H,VS2,63.3,53,7.89,7.85,5.02,14998
5279,0.73,Premium,F,VVS2,60.9,59,5.78,5.8,3.53,2801
5280,1.57,Premium,I,SI1,60.7,58,7.5,7.56,4.57,7660
5281,0.5,Very Good,E,VVS1,62.8,57,4.98,5.05,3.16,1978
5282,0.42,Premium,F,SI1,60.7,60,4.78,4.87,2.93,992
5283,0.71,Premium,E,VS2,61.5,60,5.74,5.69,3.51,2746
5284,0.31,Premium,D,SI2,61.8,58,4.34,4.37,2.69,641
5285,1.22,Premium,I,SI1,61.5,58,6.89,6.83,4.21,6268
5286,0.62,Premium,D,SI2,62.2,58,5.48,5.44,3.39,1664
5287,0.71,Premium,E,SI2,60.3,60,5.82,5.77,3.5,2383
5288,0.3,Ideal,H,IF,61.1,57,4.32,4.35,2.65,764
5289,0.7,Fair,E,SI1,64.6,57,5.62,5.59,3.59,2188
5290,1.03,Premium,D,SI2,60.7,58,6.52,6.49,3.95,4743
5291,0.38,Ideal,F,VS1,61.8,54,4.67,4.7,2.9,1107
5292,1.37,Premium,I,VS1,61,60,7.2,7.16,4.38,8524
5293,0.6,Very Good,G,VS2,60.4,63,5.42,5.48,3.29,1694
5294,0.53,Very Good,E,VS1,62,55.6,5.18,5.21,3.22,1970
5295,0.9,Very Good,G,SI2,61.1,59,6.19,6.24,3.8,3754
5296,0.3,Ideal,F,IF,62,55,4.32,4.35,2.69,919
5297,1.5,Premium,G,VS2,62.5,62,7.31,7.28,4.56,10602
5298,0.33,Ideal,I,SI1,59.3,57,4.52,4.55,2.68,463
5299,0.56,Premium,E,VS1,60.1,56,5.4,5.37,3.22,2177
5300,0.3,Very Good,H,VS1,62.9,56,4.27,4.29,2.69,541
5301,1.12,Ideal,F,SI1,62.5,57,6.6,6.66,4.14,6271
5302,1.27,Ideal,H,SI1,62.7,57,6.89,6.83,4.29,6441
5303,1.02,Ideal,E,VS1,61,56,6.51,6.54,3.98,8015
5304,1.26,Ideal,F,VS2,62.3,57,6.93,6.89,4.29,9391
5305,0.3,Ideal,G,VS2,61.9,55,4.28,4.31,2.66,526
5306,0.41,Ideal,D,VS2,62.6,54,4.74,4.77,2.98,1007
5307,1.5,Good,G,VS2,63.8,54,7.25,7.2,4.61,13007
5308,0.96,Ideal,F,SI2,62.4,56,6.23,6.3,3.9,4488
5309,1.5,Ideal,G,VS2,61,57,7.42,7.35,4.49,13034
5310,1.67,Fair,G,VS2,64.6,62,7.57,7.51,4.81,11975
5311,1.12,Ideal,G,VS2,62.1,55,6.66,6.68,4.14,8124
5312,1.01,Very Good,H,VS2,61.9,54,6.42,6.48,3.99,4917
5313,0.83,Ideal,F,SI2,62.6,57,6.03,5.96,3.75,2811
5314,1.35,Premium,H,VVS2,62.7,59,7.03,6.95,4.39,9188
5315,1.02,Ideal,H,SI2,62.5,57,6.4,6.48,4.02,4196
5316,0.41,Ideal,I,VVS1,61.5,55,4.82,4.79,2.95,822
5317,2.05,Ideal,I,VS2,61.5,56,8.16,8.2,5.03,15151
5318,0.26,Very Good,E,VVS2,63,57,4,4.02,2.52,597
5319,0.42,Very Good,E,SI1,63.1,59,4.74,4.7,2.97,945
5320,0.53,Ideal,E,VS2,61.6,56,5.21,5.23,3.22,1715
5321,0.32,Ideal,D,SI1,62.7,57,4.34,4.38,2.73,780
5322,0.41,Ideal,F,VS2,62.4,57,4.74,4.77,2.97,757
5323,1.11,Premium,E,SI2,60.9,60,6.72,6.66,4.08,5818
5324,1.06,Premium,G,VS2,61.6,58,6.49,6.53,4.01,4459
5325,0.56,Ideal,F,VVS2,61.8,57,5.28,5.27,3.26,2155
5326,1.54,Very Good,H,SI1,62.8,56,7.37,7.4,4.65,10436
5327,2.07,Ideal,G,SI2,61.2,56,8.25,8.19,5.03,16297
5328,1.02,Premium,G,SI1,61.6,58,6.5,6.42,3.98,4704
5329,0.53,Ideal,E,VS2,62.2,55,5.17,5.21,3.23,1768
5330,1,Very Good,D,SI2,62.1,58,6.34,6.38,3.95,4312
5331,0.54,Ideal,E,VS2,61.9,57,5.26,5.22,3.24,1608
5332,1.01,Premium,G,VS1,61.8,60,6.41,6.37,3.95,6412
5333,0.7,Fair,D,VS2,62.1,66,5.6,5.56,3.44,2550
5334,2.09,Very Good,I,VS2,62.1,58,8.21,8.17,5.06,16304
5335,0.39,Ideal,G,SI1,62.3,55,4.68,4.72,2.93,716
5336,0.3,Ideal,H,VVS1,61.8,55,4.34,4.33,2.68,638
5337,1,Premium,E,VS2,62.1,60,6.39,6.36,3.96,6760
5338,0.51,Ideal,G,VS2,61.6,54,5.15,5.18,3.18,1443
5339,0.39,Very Good,G,IF,62.1,55,4.72,4.71,2.93,1235
5340,0.32,Ideal,F,VVS2,61.4,56,4.38,4.41,2.7,832
5341,0.94,Premium,I,VS1,60.8,60,6.34,6.3,3.84,4187
5342,0.31,Premium,D,SI1,61.6,58,4.4,4.36,2.7,732
5343,0.58,Ideal,F,VS2,61.6,57,5.37,5.33,3.31,1667
5344,2.07,Premium,F,SI1,60.6,58,8.25,8.18,4.98,18607
5345,0.39,Ideal,J,VS2,61.7,55,4.68,4.71,2.89,568
5346,0.44,Premium,D,SI1,61,58,4.89,4.93,2.99,1214
5347,0.39,Ideal,D,SI1,61.5,56,4.68,4.65,2.87,718
5348,1,Premium,F,SI1,60.1,62,6.47,6.44,3.88,4864
5349,0.33,Ideal,G,VVS2,61.9,55,4.47,4.47,2.76,713
5350,1.01,Ideal,E,SI2,62.6,56,6.46,6.42,4.04,4920
5351,0.34,Ideal,G,VVS1,63,56,4.45,4.48,2.82,1053
5352,0.31,Ideal,E,VVS2,62.4,57,4.31,4.35,2.7,789
5353,0.33,Ideal,H,VS1,61,57,4.45,4.48,2.72,579
5354,0.9,Fair,G,VS2,64.4,61,6.04,6,3.87,3850
5355,2,Ideal,I,SI1,62,54,8.08,8.04,4.99,17214
5356,0.3,Ideal,G,SI1,62.3,55,4.32,4.35,2.7,432
5357,0.6,Premium,D,VS1,61.9,59,5.35,5.38,3.32,2147
5358,0.54,Ideal,F,VS1,62,56,5.22,5.24,3.24,2091
5359,0.3,Very Good,J,VS1,63.3,59,4.25,4.22,2.68,506
5360,1.06,Premium,E,SI2,59.5,61,6.71,6.67,3.97,4620
5361,0.77,Ideal,E,VS2,61.4,56,5.9,5.94,3.63,4014
5362,1.05,Very Good,I,SI2,60.3,59,6.54,6.58,3.95,3884
5363,0.7,Very Good,D,SI1,62.5,58,5.67,5.72,3.56,2567
5364,0.41,Ideal,F,VVS2,61.7,55,4.78,4.75,2.94,1115
5365,0.56,Ideal,F,VS2,60.6,57,5.34,5.28,3.22,1813
5366,0.79,Ideal,F,SI1,62.6,54,5.89,5.96,3.7,2976
5367,0.9,Good,F,SI2,63.1,58,6.09,6.12,3.84,3273
5368,1.5,Premium,H,VS2,62.4,60,7.27,7.22,4.52,8319
5369,0.4,Premium,D,SI1,60.9,59,4.77,4.74,2.9,1089
5370,1.01,Good,G,VS1,64,56,6.32,6.27,4.04,7294
5371,0.76,Ideal,F,VS2,62.5,57,5.83,5.8,3.63,2724
5372,0.36,Ideal,D,SI1,61.8,56,4.56,4.59,2.83,851
5373,1.57,Premium,D,VS2,59.9,58,7.57,7.53,4.52,15773
5374,1.54,Premium,E,SI2,61.3,58,7.47,7.41,4.55,7728
5375,1.04,Ideal,G,VS2,61.8,56,6.5,6.55,4.03,6587
5376,1.1,Ideal,H,VS2,62.8,57,6.56,6.61,4.14,5447
5377,0.91,Fair,F,SI2,64.9,56,6.09,6.14,3.93,3688
5378,1.02,Premium,E,SI2,60.2,61,6.54,6.48,3.92,4138
5379,0.71,Very Good,G,SI1,62.2,59,5.67,5.69,3.54,2272
5380,1.01,Premium,G,VS1,62.4,58,6.39,6.34,3.98,6001
5381,1.3,Very Good,G,VS1,61.2,59,6.97,7.03,4.28,8446
5382,0.32,Very Good,G,VVS1,63,55,4.39,4.36,2.76,814
5383,0.4,Very Good,F,SI1,62.3,56,4.71,4.76,2.94,716
5384,0.54,Ideal,E,VS2,62,56,5.26,5.24,3.25,1658
5385,0.9,Very Good,D,SI1,62.6,57,6.14,6.2,3.86,4068
5386,1.18,Ideal,I,VS1,62,57,6.83,6.79,4.22,6653
5387,1.02,Very Good,E,SI2,62.5,59,6.44,6.42,4.02,4598
5388,1.22,Ideal,I,SI1,61.9,56,6.87,6.82,4.24,5748
5389,0.71,Ideal,F,SI2,62.1,55,5.74,5.72,3.55,2138
5390,0.55,Ideal,I,SI1,61.6,57,5.27,5.3,3.25,1214
5391,0.42,Ideal,G,VS2,62,56,4.77,4.81,2.97,847
5392,0.76,Premium,G,VS2,61.6,58,5.89,5.85,3.61,2935
5393,1.01,Good,H,SI1,63.2,58,6.36,6.38,4.02,4238
5394,0.32,Very Good,H,VS1,62.7,57,4.34,4.36,2.73,524
5395,0.51,Premium,H,SI1,61.7,58,5.14,5.16,3.18,1240
5396,0.51,Premium,D,SI2,61.8,58,5.14,5.09,3.17,1129
5397,1.52,Very Good,I,VS2,61.9,58,7.35,7.43,4.58,8954
5398,0.3,Ideal,F,IF,62.1,53,4.31,4.35,2.69,886
5399,0.3,Premium,E,VVS1,61.8,58,4.35,4.32,2.68,1014
5400,2.02,Ideal,H,SI2,62.4,56,8.01,8.06,5.03,15371
5401,0.32,Ideal,F,VVS1,61.5,56,4.38,4.41,2.7,926
5402,1.2,Ideal,G,VS2,61.5,55,6.89,6.85,4.22,8225
5403,1.05,Ideal,H,VS2,61.6,57,6.53,6.56,4.03,5224
5404,0.25,Ideal,F,SI1,61.6,57,4.08,4.12,2.53,554
5405,0.7,Ideal,I,SI2,60.6,56,5.78,5.75,3.49,2026
5406,0.51,Ideal,E,VS1,60.6,56,5.21,5.17,3.14,1601
5407,0.25,Ideal,E,VS2,62,56,4.03,4.07,2.5,476
5408,0.5,Fair,G,VS1,65.8,60,4.89,4.87,3.23,1029
5409,0.32,Ideal,E,VVS2,61.4,55,4.41,4.45,2.72,837
5410,1.5,Premium,H,VS2,62.2,55,7.32,7.28,4.53,10640
5411,1.21,Ideal,E,VS2,61.6,56,6.84,6.91,4.24,9740
5412,0.8,Ideal,F,SI1,62.1,56,5.88,5.93,3.67,2999
5413,0.72,Ideal,G,VVS2,61.1,57,5.79,5.83,3.55,3360
5414,1.28,Premium,H,VS1,62.5,56,6.95,6.89,4.32,8426
5415,1.01,Very Good,H,SI2,63.6,59,6.38,6.34,4.05,4242
5416,1.21,Premium,G,VVS2,60.9,58,6.85,6.89,4.18,9120
5417,1.23,Premium,D,VS2,60.5,56,6.95,6.97,4.21,9738
5418,0.3,Ideal,H,VS2,60.6,56,4.36,4.35,2.64,608
5419,0.33,Ideal,F,VVS1,61.2,56,4.47,4.44,2.73,1020
5420,0.41,Ideal,D,VVS1,62,55,4.77,4.81,2.97,1569
5421,0.32,Ideal,D,VS2,61.2,56,4.37,4.39,2.68,758
5422,0.91,Very Good,H,SI2,60.2,61,6.31,6.33,3.8,3299
5423,0.31,Premium,G,IF,61.8,58,4.33,4.35,2.69,873
5424,0.37,Ideal,E,VS1,60.6,56,4.63,4.64,2.81,834
5425,0.9,Good,G,SI1,62.2,59,6.17,6.13,3.82,3387
5426,0.57,Ideal,E,VS1,62.4,56,5.32,5.28,3.3,2028
5427,1.08,Very Good,H,SI2,59.2,61,6.69,6.73,3.98,3804
5428,0.52,Very Good,D,SI1,62.1,58,5.18,5.16,3.21,1656
5429,0.52,Ideal,E,SI1,61.8,56,5.17,5.2,3.2,1410
5430,1.2,Ideal,F,VVS2,61.9,54,6.8,6.85,4.23,10635
5431,1.02,Premium,G,VS2,62.2,58,6.48,6.4,4.01,6181
5432,1.51,Ideal,G,VS2,61.6,57,7.31,7.35,4.51,14038
5433,0.94,Very Good,H,VS2,62.8,58,6.19,6.23,3.9,4466
5434,1.17,Good,H,SI2,63.7,58,6.72,6.68,4.27,4764
5435,0.9,Fair,F,SI2,65.7,58,6.06,6.01,3.93,3251
5436,0.73,Premium,F,VS1,61.8,58,5.77,5.73,3.55,2879
5437,0.25,Very Good,E,VVS1,60.1,58,4.1,4.11,2.46,575
5438,1.01,Ideal,H,SI2,60.8,59,6.43,6.45,3.91,3170
5439,0.41,Ideal,G,VVS1,62.1,55,4.75,4.77,2.96,1043
5440,0.72,Very Good,D,SI2,62.5,58,5.74,5.76,3.59,1971
5441,0.3,Ideal,E,VS2,61.4,56,4.31,4.28,2.63,844
5442,0.41,Premium,J,SI1,61.8,55,4.8,4.75,2.95,631
5443,0.72,Very Good,I,SI1,63.1,58,5.67,5.7,3.59,2188
5444,0.41,Ideal,F,SI1,61.3,57,4.81,4.77,2.93,791
5445,0.35,Very Good,G,VS1,62.9,56,4.5,4.53,2.83,706
5446,0.81,Ideal,D,SI1,61.9,56,5.89,5.95,3.66,3295
5447,0.91,Ideal,F,SI1,62.7,57,6.17,6.19,3.87,4637
5448,0.4,Very Good,G,VS1,63.4,56,4.7,4.68,2.97,921
5449,2.03,Ideal,J,SI1,61.2,57,8.2,8.16,5,14451
5450,0.57,Ideal,G,VS2,58.7,57,5.42,5.39,3.17,1612
5451,0.36,Premium,D,VS2,60.3,58,4.61,4.64,2.78,852
5452,0.55,Premium,D,SI1,61.2,58,5.31,5.27,3.24,1622
5453,0.92,Very Good,I,SI1,60.9,61,6.22,6.25,3.8,3438
5454,1.7,Premium,H,SI2,60.5,59,7.78,7.73,4.68,10581
5455,0.55,Ideal,D,VS1,61.2,56,5.25,5.29,3.23,2016
5456,0.41,Ideal,D,SI1,62,55,4.76,4.79,2.96,791
5457,0.51,Ideal,F,SI2,61.7,54,5.14,5.17,3.18,1274
5458,0.5,Ideal,H,SI1,61.8,57,5.11,5.13,3.16,1154
5459,1.01,Ideal,F,VVS1,62.7,57,6.39,6.37,4,9476
5460,1,Premium,E,SI2,62.3,58,6.37,6.32,3.96,4240
5461,2.14,Ideal,J,VS1,62.1,57,8.24,8.21,5.1,15100
5462,0.3,Premium,E,VS2,62.5,59,4.26,4.23,2.65,844
5463,1.21,Ideal,I,VS2,61.5,57,6.81,6.87,4.2,6762
5464,0.5,Very Good,I,VVS1,60,61,5.13,5.2,3.1,1548
5465,1.18,Premium,F,SI1,61.3,58,6.79,6.77,4.16,5701
5466,0.26,Very Good,F,VVS1,61.8,58,4.09,4.12,2.53,620
